Trans_ID,Date,Quantity,Total_Revenue,Product_Name,Unit_Cost,SubCat_Name,Category_Name,Store_Name,Customer_Name,Customer_City,Customer_Region
44,2023-01-08 15:53:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Mehdi Mebarki,Constantine,East
45,2024-08-30 12:23:00,2,5600.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Bejaia Port,Sofiane Djerbal,Constantine,East
46,2025-11-09 16:31:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Bejaia Port,Mehdi Zerrouki,Biskra,South
47,2024-12-21 19:37:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Oran Bahia,Houda Toumi,Biskra,South
49,2025-01-04 12:34:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Alger Centre,Rym Saidi,Biskra,South
50,2025-01-31 16:26:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Annaba Coast,Yacine Boukhalfa,Skikda,East
53,2024-01-19 14:09:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Guelma 8 Mai,Billel Djedid,Bejaia,North
60,2024-01-11 11:07:00,1,185000.0,Samsung S23 Ultra,117065.0,Android Phones,Smartphones,TechStore Annaba Coast,Zineb Chaouch,Bejaia,North
62,2024-02-20 17:45:00,3,4500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Setif Park,Fatima Mekki,Biskra,South
63,2023-07-05 11:12:00,3,2400.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Alger Centre,Ryad Bouzid,Ouargla,South
66,2025-10-10 20:45:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Annaba Coast,Fares Khelifa,Ghardaia,South
67,2024-01-11 20:36:00,5,17500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Fares Saidi,Tlemcen,West
68,2023-11-24 12:51:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Alger Centre,Sarah Zerrouki,Oran,West
69,2024-11-24 10:28:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Biskra Ziban,Imane Toumi,Oran,West
71,2023-12-10 11:26:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Biskra Ziban,Sofiane Toumi,Skikda,East
73,2024-07-19 11:38:00,2,5600.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Setif Park,Youcef Rahmani,Oran,West
75,2025-06-28 09:48:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Ryad Oukil,Constantine,East
76,2024-06-08 20:05:00,5,17500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Guelma 8 Mai,Walid Kherief,Guelma,East
79,2023-11-06 15:57:00,3,2400.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Alger Centre,Asma Toumi,Setif,East
81,2023-03-11 11:00:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Setif Park,Yasmine Oukil,Oran,West
83,2024-05-01 16:22:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Sofiane Amrani,Oran,West
84,2023-07-04 20:03:00,2,5600.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Nabil Oukil,Ouargla,South
85,2025-08-26 19:51:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Alger Centre,Manel Haddad,Tlemcen,West
86,2023-08-25 10:33:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Fatima Kherief,Ouargla,South
87,2023-01-08 18:11:00,1,38000.0,Xiaomi Redmi Note 12,25796.0,Android Phones,Smartphones,TechStore Ghardaia Oasis,Zineb Talbi,Constantine,East
88,2024-06-08 12:22:00,2,1600.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Amel Khelifa,Bejaia,North
89,2024-10-20 18:48:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Houda Mansouri,Biskra,South
90,2024-06-25 12:27:00,3,8400.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Skikda Centre,Yasmine Djerbal,Biskra,South
91,2025-09-05 14:18:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Ghardaia Oasis,Meriem Mansouri,Oran,West
93,2025-05-15 11:24:00,2,3000.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Asma Bouzid,Constantine,East
94,2024-01-02 15:06:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Tlemcen Ville,Khadidja Talbi,Setif,East
103,2024-02-11 19:49:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Alger Centre,Lotfi Bouchareb,Alger,North
105,2025-08-01 11:47:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Yasmine Zerrouki,Alger,North
107,2023-07-29 11:21:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Alger Centre,Lina Haddad,Alger,North
108,2023-08-08 18:52:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Tlemcen Ville,Sofiane Diaf,Annaba,East
110,2023-09-26 14:05:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Aya Djedid,Oran,West
114,2025-12-05 20:06:00,2,3000.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Guelma 8 Mai,Yacine Talbi,Skikda,East
118,2023-05-29 11:57:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Alger Centre,Asma Talbi,Alger,North
119,2023-12-02 09:46:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Setif Park,Sarah Boukhalfa,Guelma,East
121,2024-08-11 16:39:00,2,5600.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Skikda Centre,Manel Guellil,Bejaia,North
124,2024-12-19 14:55:00,1,38000.0,Xiaomi Redmi Note 12,25796.0,Android Phones,Smartphones,TechStore Alger Centre,Lotfi Bouzid,Constantine,East
126,2024-06-23 13:16:00,3,4500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Bejaia Port,Manel Oukil,Annaba,East
127,2025-01-15 15:13:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Billel Diaf,Ouargla,South
129,2024-10-06 09:15:00,3,4500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Alger Centre,Ryad Zerrouki,Constantine,East
130,2023-09-22 12:10:00,3,10500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Alger Centre,Samia Boukhalfa,Guelma,East
132,2024-03-19 11:00:00,5,17500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Setif Park,Sami Mansouri,Guelma,East
133,2024-06-06 10:58:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Alger Centre,Sofiane Chaouch,Setif,East
134,2024-08-23 18:42:00,2,5600.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Alger Centre,Nour Boukhalfa,Ghardaia,South
135,2025-05-03 09:28:00,3,2400.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Annaba Coast,Walid Guellil,Ouargla,South
136,2024-06-29 12:03:00,1,38000.0,Xiaomi Redmi Note 12,25796.0,Android Phones,Smartphones,TechStore Biskra Ziban,Chahinez Saidi,Ghardaia,South
137,2025-03-19 15:33:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Bejaia Port,Chahinez Djedid,Setif,East
145,2023-05-14 10:31:00,1,75000.0,Realme GT3,53367.0,Android Phones,Smartphones,TechStore Alger Centre,Nabil Djedid,Annaba,East
146,2025-01-07 12:04:00,5,14000.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Biskra Ziban,Khaled Talbi,Ouargla,South
147,2024-12-27 13:45:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Alger Centre,Meriem Brahami,Setif,East
152,2024-03-04 13:31:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Skikda Centre,Fares Mebarki,Guelma,East
153,2024-07-04 16:29:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Alger Centre,Karim Kherief,Oran,West
156,2023-07-22 17:27:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Alger Centre,Zineb Diaf,Biskra,South
160,2025-06-04 15:04:00,2,5600.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Khaled Brahami,Constantine,East
162,2024-07-01 17:23:00,1,38000.0,Xiaomi Redmi Note 12,25796.0,Android Phones,Smartphones,TechStore Constantine Cirta,Nabil Toumi,Constantine,East
167,2025-10-28 19:39:00,3,8400.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Alger Centre,Sarah Boukhalfa,Annaba,East
168,2024-09-29 18:32:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Oran Bahia,Imane Kherief,Oran,West
169,2025-11-29 19:10:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Alger Centre,Omar Mansouri,Biskra,South
171,2025-03-27 13:40:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Alger Centre,Amel Mekki,Annaba,East
172,2024-09-11 14:08:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Constantine Cirta,Imane Oukil,Oran,West
175,2023-04-10 16:51:00,2,3000.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Meriem Brahami,Setif,East
178,2023-10-11 11:17:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Alger Centre,Hichem Guellil,Constantine,East
179,2023-12-28 17:49:00,1,185000.0,Samsung S23 Ultra,117065.0,Android Phones,Smartphones,TechStore Oran Bahia,Khadidja Djedid,Ouargla,South
182,2023-07-13 20:49:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Bejaia Port,Lina Talbi,Biskra,South
183,2023-02-09 15:40:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Tlemcen Ville,Ryad Bouchareb,Alger,North
184,2024-02-10 10:20:00,1,38000.0,Xiaomi Redmi Note 12,25796.0,Android Phones,Smartphones,TechStore Alger Centre,Lina Guellil,Skikda,East
186,2023-02-05 20:47:00,5,7500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Setif Park,Mohamed Mekki,Annaba,East
187,2023-10-22 13:45:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Alger Centre,Nour Mansouri,Alger,North
189,2024-10-04 12:11:00,2,1600.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Chahinez Brahami,Bejaia,North
190,2024-07-19 15:02:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Billel Mansouri,Oran,West
198,2023-08-06 17:23:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Setif Park,Sofiane Amrani,Oran,West
199,2023-12-31 09:45:00,2,3000.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Alger Centre,Asma Oukil,Constantine,East
200,2025-11-16 09:19:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Setif Park,Rym Djedid,Guelma,East
201,2025-04-24 14:59:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Setif Park,Amine Djedid,Tlemcen,West
202,2025-08-07 10:35:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Setif Park,Khadidja Rahmani,Annaba,East
204,2023-10-29 18:47:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Ouargla Sud,Meriem Djerbal,Tlemcen,West
207,2025-01-29 10:30:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Ouargla Sud,Sarah Mebarki,Guelma,East
208,2023-02-10 11:16:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Walid Haddad,Constantine,East
209,2023-08-06 14:08:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Bejaia Port,Amine Bouzid,Alger,North
212,2023-06-14 16:46:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Lotfi Bouzid,Constantine,East
213,2024-12-13 18:13:00,3,2400.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Setif Park,Amel Kherief,Guelma,East
214,2023-01-28 14:53:00,2,5600.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Setif Park,Yacine Boukhalfa,Ghardaia,South
216,2025-07-19 18:47:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Chahinez Toumi,Bejaia,North
220,2023-11-07 09:47:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Guelma 8 Mai,Asma Djedid,Biskra,South
228,2024-06-05 11:28:00,1,38000.0,Xiaomi Redmi Note 12,25796.0,Android Phones,Smartphones,TechStore Tlemcen Ville,Yasmine Khelifa,Tlemcen,West
229,2025-10-16 15:31:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Houda Zerrouki,Alger,North
232,2024-12-01 11:36:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Bejaia Port,Ryad Mekki,Oran,West
233,2023-02-21 18:30:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Chahinez Guellil,Annaba,East
237,2024-07-31 16:39:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Ghardaia Oasis,Billel Mekki,Constantine,East
239,2023-01-31 09:04:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Alger Centre,Houda Talbi,Annaba,East
244,2024-03-20 16:26:00,1,185000.0,Samsung S23 Ultra,117065.0,Android Phones,Smartphones,TechStore Annaba Coast,Billel Toumi,Alger,North
249,2024-07-17 13:29:00,1,38000.0,Xiaomi Redmi Note 12,25796.0,Android Phones,Smartphones,TechStore Skikda Centre,Fatima Mebarki,Ghardaia,South
251,2025-10-05 11:36:00,2,1600.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Alger Centre,Ryad Bouchareb,Alger,North
253,2024-12-23 13:19:00,1,185000.0,Samsung S23 Ultra,117065.0,Android Phones,Smartphones,TechStore Oran Bahia,Mehdi Haddad,Tlemcen,West
254,2025-10-27 20:51:00,2,3000.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Alger Centre,Rym Djedid,Guelma,East
255,2024-07-08 11:27:00,2,3000.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Nabil Brahami,Alger,North
259,2025-03-17 20:54:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Omar Brahami,Biskra,South
260,2023-11-03 13:10:00,5,14000.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Amine Oukil,Alger,North
261,2025-09-10 09:15:00,5,17500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Setif Park,Omar Mebarki,Setif,East
262,2025-12-21 10:47:00,3,4500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Fares Mebarki,Guelma,East
265,2023-05-23 09:10:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Oran Bahia,Fares Brahami,Ouargla,South
267,2025-08-03 12:34:00,2,3000.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Yacine Mebarki,Bejaia,North
271,2023-09-30 14:53:00,2,1600.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Setif Park,Hichem Khelifa,Biskra,South
272,2025-05-25 18:34:00,3,8400.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Skikda Centre,Ryad Mebarki,Alger,North
273,2024-12-07 10:09:00,2,5600.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Setif Park,Amel Mebarki,Ouargla,South
275,2023-02-08 19:42:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Bejaia Port,Hichem Zerrouki,Setif,East
277,2025-06-11 17:35:00,1,75000.0,Realme GT3,53367.0,Android Phones,Smartphones,TechStore Annaba Coast,Sami Boukhalfa,Setif,East
278,2023-12-12 09:55:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Guelma 8 Mai,Ryad Diaf,Bejaia,North
280,2023-06-28 12:00:00,2,1600.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Yacine Bouzid,Oran,West
283,2024-01-13 11:26:00,1,230000.0,iPhone 14 Pro,161913.0,iPhones,Smartphones,TechStore Setif Park,Nabil Zerrouki,Biskra,South
285,2024-12-22 11:36:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Hichem Boukhalfa,Setif,East
288,2025-08-18 15:25:00,1,290000.0,iPhone 15 Pro Max,209699.0,iPhones,Smartphones,TechStore Alger Centre,Yasmine Guellil,Oran,West
289,2024-03-03 15:41:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Nour Khelifa,Ghardaia,South
291,2023-08-05 14:03:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Biskra Ziban,Sarah Guellil,Alger,North
293,2024-02-05 11:12:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Annaba Coast,Mehdi Kherief,Constantine,East
295,2024-01-12 16:36:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Alger Centre,Sarah Brahami,Bejaia,North
298,2025-12-22 15:10:00,2,1600.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Ghardaia Oasis,Omar Mebarki,Skikda,East
299,2025-11-01 19:13:00,2,5600.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Annaba Coast,Meriem Haddad,Bejaia,North
301,2024-07-23 15:36:00,1,230000.0,iPhone 14 Pro,161913.0,iPhones,Smartphones,TechStore Alger Centre,Amine Diaf,Biskra,South
302,2025-08-29 16:34:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Constantine Cirta,Asma Talbi,Skikda,East
304,2024-05-24 11:41:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Setif Park,Manel Saidi,Ghardaia,South
305,2025-05-23 13:11:00,2,1600.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Walid Rahmani,Ouargla,South
309,2024-11-07 15:05:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Alger Centre,Sami Haddad,Biskra,South
311,2023-08-17 14:49:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Fares Djedid,Constantine,East
312,2023-05-24 16:25:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Oran Bahia,Fatima Talbi,Biskra,South
319,2024-01-29 11:06:00,2,3000.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Bejaia Port,Rym Mansouri,Ouargla,South
320,2024-12-04 10:48:00,3,8400.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Zineb Mekki,Ghardaia,South
321,2023-09-06 13:12:00,1,38000.0,Xiaomi Redmi Note 12,25796.0,Android Phones,Smartphones,TechStore Biskra Ziban,Mohamed Kherief,Oran,West
327,2025-10-09 13:17:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Setif Park,Nabil Amrani,Annaba,East
329,2024-01-30 20:56:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Biskra Ziban,Zineb Guellil,Oran,West
330,2023-05-23 18:04:00,2,5600.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Biskra Ziban,Aya Khelifa,Annaba,East
332,2023-03-12 14:44:00,1,145000.0,iPhone 13,90588.0,iPhones,Smartphones,TechStore Alger Centre,Fares Djedid,Ouargla,South
333,2024-09-14 11:03:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Bejaia Port,Youcef Zerrouki,Ghardaia,South
339,2023-12-30 16:53:00,1,185000.0,Samsung S23 Ultra,117065.0,Android Phones,Smartphones,TechStore Annaba Coast,Amine Mekki,Guelma,East
340,2023-03-31 19:09:00,2,1600.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Samia Boukhalfa,Alger,North
341,2023-05-11 12:39:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Mehdi Benali,Guelma,East
343,2025-02-03 18:55:00,1,230000.0,iPhone 14 Pro,161913.0,iPhones,Smartphones,TechStore Bejaia Port,Meriem Djerbal,Tlemcen,West
344,2025-02-16 10:17:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Alger Centre,Mohamed Bouchareb,Biskra,South
348,2023-01-27 11:25:00,1,290000.0,iPhone 15 Pro Max,209699.0,iPhones,Smartphones,TechStore Alger Centre,Amine Bouzid,Ghardaia,South
352,2024-01-30 19:19:00,1,38000.0,Xiaomi Redmi Note 12,25796.0,Android Phones,Smartphones,TechStore Alger Centre,Khadidja Guellil,Constantine,East
353,2025-12-13 13:30:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Bejaia Port,Aya Rahmani,Skikda,East
354,2024-12-23 17:10:00,1,290000.0,iPhone 15 Pro Max,209699.0,iPhones,Smartphones,TechStore Bejaia Port,Mehdi Mebarki,Tlemcen,West
355,2025-10-31 15:55:00,1,38000.0,Xiaomi Redmi Note 12,25796.0,Android Phones,Smartphones,TechStore Setif Park,Meriem Brahami,Biskra,South
359,2023-07-23 13:02:00,3,4500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Lotfi Mansouri,Constantine,East
364,2024-07-08 19:37:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Alger Centre,Karim Brahami,Setif,East
365,2023-02-25 19:09:00,1,38000.0,Xiaomi Redmi Note 12,25796.0,Android Phones,Smartphones,TechStore Oran Bahia,Lotfi Brahami,Guelma,East
366,2025-04-05 20:02:00,5,7500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Annaba Coast,Asma Mekki,Ouargla,South
368,2025-06-04 15:09:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Bejaia Port,Sofiane Djerbal,Constantine,East
370,2023-09-05 19:13:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Annaba Coast,Amel Saidi,Ghardaia,South
371,2023-09-06 16:48:00,3,4500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Setif Park,Yacine Bouzid,Alger,North
374,2025-10-01 12:40:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Nour Boukhalfa,Ghardaia,South
375,2025-03-31 13:09:00,2,5600.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Setif Park,Mehdi Zerrouki,Constantine,East
376,2025-09-10 11:04:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Aya Khelifa,Ouargla,South
380,2024-08-05 15:51:00,3,4500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Alger Centre,Khaled Boukhalfa,Annaba,East
381,2023-05-28 10:24:00,1,3500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Tlemcen Ville,Houda Bouzid,Annaba,East
384,2024-12-04 11:23:00,2,1600.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Setif Park,Lina Kherief,Setif,East
388,2024-03-27 16:37:00,3,4500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Alger Centre,Lotfi Zerrouki,Skikda,East
389,2025-03-04 14:18:00,2,1600.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Alger Centre,Mohamed Boukhalfa,Constantine,East
390,2023-04-03 14:50:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Alger Centre,Ryad Mekki,Tlemcen,West
392,2025-04-08 09:10:00,5,4000.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Annaba Coast,Khaled Amrani,Constantine,East
393,2024-12-07 17:08:00,3,10500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Meriem Khelifa,Ghardaia,South
396,2023-02-20 09:44:00,5,14000.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Aya Zerrouki,Tlemcen,West
398,2025-03-25 09:14:00,3,2400.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Alger Centre,Nour Toumi,Biskra,South
403,2025-04-29 09:48:00,3,10500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Annaba Coast,Zineb Talbi,Constantine,East
405,2025-06-24 17:10:00,3,4500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Youcef Mebarki,Setif,East
406,2025-02-23 18:21:00,5,4000.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Skikda Centre,Yacine Oukil,Guelma,East
412,2025-02-26 17:52:00,1,290000.0,iPhone 15 Pro Max,209699.0,iPhones,Smartphones,TechStore Constantine Cirta,Fares Diaf,Oran,West
414,2023-02-26 16:34:00,5,7500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Setif Park,Nour Toumi,Biskra,South
415,2024-01-16 15:40:00,2,1600.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Skikda Centre,Sarah Brahami,Oran,West
417,2024-12-29 16:53:00,1,75000.0,Realme GT3,53367.0,Android Phones,Smartphones,TechStore Setif Park,Sarah Mebarki,Ouargla,South
419,2025-12-12 13:57:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Asma Bouzid,Constantine,East
420,2025-06-02 09:03:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Skikda Centre,Mohamed Guellil,Constantine,East
421,2023-08-18 13:56:00,1,800.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Manel Talbi,Oran,West
423,2023-02-23 10:23:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Khaled Mansouri,Oran,West
